HS 8 digit code ,HS 8 digit code (no decimal),HS 10 digit code,"Customs value in $, 2017",Reader friendly descriptions,Product description,Tariff (%),Proposed higher tariff (%)
2931.20.00,29312000,,,,Tributyltin compounds.,0.1,0.25
2931.31.00,29313100,,,,Dimethyl methylphosphonate.,0.1,0.25
2931.32.00,29313200,,,,Dimethyl propylphosphonate.,0.1,0.25
2931.33.00,29313300,,,,Diethyl ethylphosphonate.,0.1,0.25
2931.34.00,29313400,,,,Sodium 3-(trihydroxysilyl)propyl methylphosphonate.,0.1,0.25
2931.35.00,29313500,,,,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide.",0.1,0.25
2931.36.00,29313600,,,,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methylphosphonate.",0.1,0.25
2931.37.00,29313700,,,,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate.",0.1,0.25
2931.38.00,29313800,,,,Salt of methylphosphonic acid and (aminoiminiomethyl)urea (1:1).,0.1,0.25
2931.39.00,29313900,,,,"Other organo-phosphorous derivatives, nesoi.",0.1,0.25
2931.90.05,29319005,,,,Diphenyldichlorosilane; and phenyltrichlorosilane.,0.1,0.25
2931.90.15,29319015,,,,Sodium tetraphenylboron.,0.1,0.25
2931.90.22,29319022,,,,Drugs of aromatic organo-inorganic (except organo-sulfur) compounds.,0.1,0.25
2931.90.26,29319026,,,,Pesticides of aromatic organo-inorganic (except organo-sulfur) compounds.,0.1,0.25
2931.90.30,29319030,,,,"Aromatic organo-inorganic compounds, nesoi, described in additional U.S. note 3 to section VI.",0.1,0.25
2931.90.60,29319060,,,,Other aromatic organo-inorganic compounds (excluding products described in additional U.S. note 3 to section VI).,0.1,0.25
2931.90.70,29319070,,,,"N,N′-Bis(trimethylsilyl)urea;2-Phosphonobutane-1,2,4-tricarboxylic acid and its salts; and one other specified chemical.",0.1,0.25
2931.90.90,29319090,,,,Other non-aromatic organo-inorganic compounds.,0.1,0.25
2932.11.00,29321100,,,,Tetrahydrofuran.,0.1,0.25
2932.12.00,29321200,,,,2-Furaldehyde (Furfuraldehyde).,0.1,0.25
2932.13.00,29321300,,,,Furfuryl alcohol and tetrahydrofurfuryl alcohol.,0.1,0.25
2932.14.00,29321400,,,,Sucralose.,0.1,0.25
2932.19.10,29321910,,,,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, containing an unfused furan ring, nesoi.",0.1,0.25
2932.19.51,29321951,,,,Nonaromatic compounds containing an unfused furan ring (whether or not hydrogenated) in the ring.,0.1,0.25
2932.91.00,29329100,,,,Isosafrole.,0.1,0.25
2932.92.00,29329200,,,,"1-(1,3-Benzodioxol-5-yl)propan-2-one.",0.1,0.25
2932.93.00,29329300,,,,Piperonal (heliotropin).,0.1,0.25
2932.94.00,29329400,,,,Safrole.,0.1,0.25
2932.95.00,29329500,,,,Tetrahydrocannabinols (all isomers).,0.1,0.25
2932.99.04,29329904,,,,"2,2-Dimethyl-1,3-benzodioxol-4-yl methylcarbamate (Bendiocarb).",0.1,0.25
2932.99.08,29329908,,,,"2-Ethoxy-2,3-dihydro-3,3-dimethyl-5-benzofuranylmethanesulfonate.",0.1,0.25
2932.99.20,29329920,,,,"Aromatic pesticides of heterocyclic compounds with oxygen hetero-atom(s) only, nesoi.",0.1,0.25
2932.99.32,29329932,,,,Benzofuran (Coumarone); and Dibenzofuran (Diphenylene oxide).,0.1,0.25
2932.99.35,29329935,,,,2-Hydroxy-3-dibenzofurancarboxylic acid.,0.1,0.25
2932.99.39,29329939,,,,Benzointetrahydropyranyl ester; and Xanthen-9-one.,0.1,0.25
2932.99.55,29329955,,,,Bis-O-[(4-methylphenyl)methylene]-D-glucitol (Dimethylbenzylidene sorbitol); and Rhodamine 2C base.,0.1,0.25
2932.99.70,29329970,,,,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesoi.",0.1,0.25
2932.99.90,29329990,,,,"Nonaromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesoi.",0.1,0.25
2933.19.04,29331904,,,,Aminoethylphenylpyrazole (phenylmethylaminopyrazole); 3-methyl-1-(p-tolyl)-2-pyrazolin-5-one (p-tolylmethylpyrazolone).,0.1,0.25
2933.19.08,29331908,,,,3-(5-Amino-3-methyl-1H-pyrazol-1-yl)benzenesulfonic acid; amino-J-pyrazolone; and another 12 specified chemicals.,0.1,0.25
2933.19.15,29331915,,,,"1,2-Dimethyl-3,5-diphenyl-1H-pyrazolium methyl sulfate (difenzoquat methyl sulfate).",0.1,0.25
2933.19.18,29331918,,,,2-Chloro-5-sulfophenylmethylpyrazolone; phenylcarbethyoxypyrazolone; and 3 other specified chemicals.,0.1,0.25
2933.19.23,29331923,,,,Aromatic or modified aromatic pesticides containing an unfused pyrazole ring (whether or not hydrogenated) in the structure.,0.1,0.25
2933.19.30,29331930,,,,"Aromatic or modified aromatic photographic chemicals containing an unfused pyrazole ring (whether or n/hydrogenated) in the structure, nesoi.",0.1,0.25
2933.19.35,29331935,,,,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring.,0.1,0.25
2933.19.37,29331937,,,,Aromatic or mod. aromatic compound desc in add U.S. note 3 to section VI contain an unfused pyrazole ring (w/wo hydrogenated) in the structure.,0.1,0.25
2933.19.43,29331943,,,,Aromatic or modified aromatic compounds (excluding products in add U.S. note 3 to sec VI) containing an unfused pyrazole ring in the structure.,0.1,0.25
2933.19.45,29331945,,,,Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring.,0.1,0.25
2933.19.70,29331970,,,,3-Methyl-5-pyrazolone.,0.1,0.25
2933.19.90,29331990,,,,"Other compound (excluding aromatic, modified aromatic & drugs) containing unfused pyrazole ring (whether or n/hydrogenated) in the structure.",0.1,0.25
2933.21.00,29332100,,,,Hydantoin and its derivatives.,0.1,0.25
2933.29.05,29332905,,,,1-[1-((4-Chloro-2-(trifluoromethyl)phenyl)imino)-2-propoxyethyl]-1H-imidazole (triflumizole); and ethylene thiourea.,0.1,0.25
2933.29.10,29332910,,,,2-Phenylimidazole.,0.1,0.25
2933.29.20,29332920,,,,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only cont. an unfused imidazole ring.,0.1,0.25
2933.29.35,29332935,,,,Aromatic or mod. aromatic goods in add U.S. note 3 to sect VI containing an unfused imidazole ring (whether or n/hydrogenated) in structure.,0.1,0.25
2933.29.43,29332943,,,,Aromatic or mod aromatic goods contng unfused imidazole ring (whether or n/hydrogenated) in the structure (exc prod in add U.S. note 3 sec VI).,0.1,0.25
2933.29.45,29332945,,,,"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused imidazole ring, nesoi.",0.1,0.25
2933.29.60,29332960,,,,Imidazole.,0.1,0.25
2933.29.90,29332990,,,,"Other compounds (excluding drugs, aromatic and modified aromatic compounds) containing an unfused imidazole ring (whether or n/hydrogenated).",0.1,0.25
2933.31.00,29333100,,,,Pyridine and its salts.,0.1,0.25
2933.32.10,29333210,,,,Piperidine.,0.1,0.25
2933.32.50,29333250,,,,Piperidine salts.,0.1,0.25
2933.61.00,29336100,,,,Melamine.,0.1,0.25
2933.69.20,29336920,,,,"2,4-Diamino-6-phenyl-1,3,5-triazine.",0.1,0.25
2933.69.50,29336950,,,,Hexamethylenetetramine.,0.1,0.25
2933.69.60,29336960,,,,Other compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure.,0.1,0.25
2933.71.00,29337100,,,,6-Hexanelactam (epsilon-Caprolactam).,0.1,0.25
2933.79.04,29337904,,,,"2,4-Dihydro-3,6-diphenylpyrrolo-(3,4-C)pyrrole-1,4-dione.",0.1,0.25
2933.79.08,29337908,,,,Aromatic or modified aromatic lactams with nitrogen hetero-atoms only described in additional U.S. note 3 to section VI.,0.1,0.25
2933.79.15,29337915,,,,"Aromatic or modified aromatic lactams, nesoi.",0.1,0.25
2933.79.20,29337920,,,,N-Methyl-2-pyrrolidone; and 2-pyrrolidone.,0.1,0.25
2933.79.30,29337930,,,,"N-Vinyl-2-pyrrolidone, monomer.",0.1,0.25
2933.79.40,29337940,,,,12-Aminododecanoic acid lactam.,0.1,0.25
2933.79.85,29337985,,,,"Aromatic or modified aromatic lactams with nitrogen hetero-atoms only, nesoi.",0.1,0.25
2933.92.00,29339200,,,,Azinphos-methyl.,0.1,0.25
2934.10.10,29341010,,,,"Aromatic or modified aromatic heterocyclic compounds cont. an unfused thiazole ring, described in add. U.S. note 3 to section VI.",0.1,0.25
2934.10.20,29341020,,,,"Aromatic or modified aromatic heterocyclic compounds, nesoi, containing an unfused thiazole ring.",0.1,0.25
2934.10.70,29341070,,,,"4,5-Dichloro-2-n-octyl-4-isothiazolin-3-one; thiothiamine hydrochloride; and 4 other specified chemicals.",0.1,0.25
2934.10.90,29341090,,,,Other compounds (excluding aromatic or modified aromatic) containing an unfused thiazole ring (whether or not hydrogenated) in the structure.,0.1,0.25
2934.20.05,29342005,,,,N-tert-Butyl-2-benzothiazolesulfenamide.,0.1,0.25
2934.20.10,29342010,,,,"2,2′-Dithiobisbenzothiazole.",0.1,0.25
2934.20.15,29342015,,,,2-Mercaptobenzothiazole; and N-(Oxydiethylene)benzothiazole-2-sulfenamide.,0.1,0.25
2934.20.20,29342020,,,,"2-Mercaptobenzothiazole, sodium salt (2-Benzothiazolethiol, sodium salt).",0.1,0.25
2934.20.25,29342025,,,,"2-Amino-5,6-dichlorobenzothiazole; 2-amino-6-nitrobenzothiazole; and 2 other specified chemicals.",0.1,0.25
2934.20.30,29342030,,,,"2-Amino-6-methoxybenzothiazole and other specified heterocyclic compounds, cont. a benzothiazole ring-system, not further fused.",0.1,0.25
2934.20.35,29342035,,,,"Pesticides containing a benzothiazole ring-system, not further fused.",0.1,0.25
2934.20.40,29342040,,,,"Heterocyclic compounds containing a benzothiazole ring-system, not further fused, described in add. U.S. note 3 to section VI.",0.1,0.25
2934.20.80,29342080,,,,"Other compounds containing a benzothiazole ring system (whether or not hydrogenated), not further fused.",0.1,0.25
2939.80.00,29398000,,,,"Other alkaloids, natural or reproduced by synthesis and their salts, ethers, esters & other derivatives, nesoi.",0.1,0.25
2940.00.20,29400020,,,,D-Arabinose.,0.1,0.25
2940.00.60,29400060,,,,"Other sugars, nesoi excluding d-arabinose.",0.1,0.25
2942.00.03,29420003,,,,"[2,2′-Thiobis(4-(1,1,3,3-tetramethyl-n-butyl)phenolato)(2,1)]-O,O′,S-s(1-butanamine), nickel II.",0.1,0.25
2942.00.05,29420005,,,,"Aromatic or modified aromatic drugs of other organic compounds, nesoi.",0.1,0.25
2942.00.10,29420010,,,,"Aromatic or modified aromatic organic compounds, nesoi, described in additional U.S. note 3 to section VI.",0.1,0.25
2942.00.35,29420035,,,,Other aromatic or modified aromatic organic compounds (excluding products described in additional U.S. note 3 to section VI).,0.1,0.25
2942.00.50,29420050,,,,"Nonaromatic organic compounds, nesoi.",0.1,0.25
3101.00.00,31010000,,,,Animal or vegetable fertilizers; fertilizers produced by the mixing or chemical treatment of animal or vegetable products.,0.1,0.25
3102.10.00,31021000,,,,"Urea, whether or not in aqueous solution.",0.1,0.25
3102.21.00,31022100,,,,Ammonium sulfate.,0.1,0.25
3102.29.00,31022900,,,,Double salts and mixtures of ammonium sulfate and ammonium nitrate.,0.1,0.25
3102.30.00,31023000,,,,"Ammonium nitrate, whether or not in aqueous solution.",0.1,0.25
3102.40.00,31024000,,,,Mixtures of ammonium nitrate with calcium carbonate or other inorganic nonfertilizing substances.,0.1,0.25
3102.50.00,31025000,,,,Sodium nitrate.,0.1,0.25
3102.60.00,31026000,,,,Double salts and mixtures of calcium nitrate and ammonium nitrate.,0.1,0.25
3102.80.00,31028000,,,,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution.,0.1,0.25
3102.90.01,31029001,,,,"Mineral or chemical fertilizers, nitrogenous, nesoi, including mixtures not specified elsewhere in heading 3102.",0.1,0.25
3103.11.00,31031100,,,,Superphosphates containing by weight 35% or more of diphosphorous pentaoxide (P2O5).,0.1,0.25
3103.19.00,31031900,,,,Superphosphates nesoi.,0.1,0.25
3103.90.01,31039001,,,,"Mineral or chemical fertilizers, phosphatic.",0.1,0.25
3104.20.00,31042000,,,,Potassium chloride.,0.1,0.25
3104.30.00,31043000,,,,Potassium sulfate.,0.1,0.25
3104.90.01,31049001,,,,"Mineral or chemical fertilizers, potassic, nesoi.",0.1,0.25
3105.10.00,31051000,,,,Fertilizers of chapter 31 in tablets or similar forms or in packages of a gross weight not exceeding 10 kg.,0.1,0.25
3105.20.00,31052000,,,,"Mineral or chemical fertilizers nesoi, containing the three fertilizing elements nitrogen, phosphorus and potassium.",0.1,0.25
3105.30.00,31053000,,,,Diammonium hydrogenorthophosphate (Diammonium phosphate).,0.1,0.25
3105.40.00,31054000,,,,"Ammonium dihydrogenorthophosphate (Monoammonium phosphate), mixtures thereof with diammonium hydrogenorthophosphate (Diammonium phosphate).",0.1,0.25
3105.51.00,31055100,,,,"Mineral or chemical fertilizers nesoi, containing nitrates and phosphates.",0.1,0.25
3105.59.00,31055900,,,,"Mineral or chemical fertilizers nesoi, containing the two fertilizing elements nitrogen and phosphorus.",0.1,0.25
3105.60.00,31056000,,,,"Mineral or chemical fertilizers nesoi, containing the two fertilizing elements phosphorous and potassium.",0.1,0.25
3105.90.00,31059000,,,,"Mineral or chemical fertilizers cont. two or three of the fertilizing elements nitrogen, phosphorus and potassium fertilizers, nesoi.",0.1,0.25
3201.10.00,32011000,,,,Quebracho tanning extract.,0.1,0.25
3201.20.00,32012000,,,,Wattle tanning extract.,0.1,0.25
3201.90.10,32019010,,,,"Tannic acid, containing by weight 50 percent or more of tannic acid.",0.1,0.25
3201.90.25,32019025,,,,"Tanning extracts of canaigre, chestnut curupay, divi-divi, eucalyptus, gambier, hemlock, larch, mangrove, myrobalan, oak, sumac, tara, urunday, valonia.",0.1,0.25
3201.90.50,32019050,,,,"Tanning extracts of vegetable origin nesoi; tannins and their salts, ethers, esters and other derivatives.",0.1,0.25
3202.10.10,32021010,,,,Aromatic or modified aromatic synthetic organic tanning substances.,0.1,0.25
3202.10.50,32021050,,,,"Synthetic organic tanning substances, nonaromatic.",0.1,0.25
3202.90.10,32029010,,,,"Tanning substances, tanning preparations and enzymatic preparations for pre-tanning consisting wholly of inorganic substances.",0.1,0.25
3202.90.50,32029050,,,,"Tanning substances, tanning preparations and enzymatic preparations for pre-tanning, nesoi.",0.1,0.25
3203.00.10,32030010,,,,"Coloring matter of annato, archil, cochineal, cudbear, litmus and marigold meal.",0.1,0.25
3203.00.30,32030030,,,,"Mixtures of 3,4-dihydroxyphenyl-2,4,6,-trihydroxypphenylmethanone and 2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one.",0.1,0.25
3203.00.80,32030080,,,,"Coloring matter of vegetable or animal origin, nesoi.",0.1,0.25
3204.11.10,32041110,,,,Disperse blue 19 and other specified dispersed dyes and preparations based thereon.,0.1,0.25
3204.11.15,32041115,,,,Disperse blue 30 and preparations based thereon.,0.1,0.25
3204.11.18,32041118,,,,"N-[2-[2,6-Dicyano-4-methylphenylazo]-5-(diethylamino)phenyl]methanesulfonamide; and 1 other specified disperse dye.",0.1,0.25
3204.11.35,32041135,,,,Disperse dyes described in add'l U.S. note 3 to section VI.,0.1,0.25
3204.11.50,32041150,,,,"Disperse dyes and preparations based thereon, nesoi.",0.1,0.25
3204.12.05,32041205,,,,Acid black 210 powder and presscake.,0.1,0.25
3204.12.13,32041213,,,,Acid violet 19.,0.1,0.25
3204.12.17,32041217,,,,"Acid dyes, whether or not premetallized, and preparations based thereon, acid black 31, and other specified acid or mordant dyes.",0.1,0.25
3204.12.20,32041220,,,,Acid black 61 and other specified acid and mordant dyes and preparations based thereon.,0.1,0.25
3204.12.30,32041230,,,,"Mordant black 75, blue 1, brown 79, red 81, 84 and preparations based thereon.",0.1,0.25
3204.12.45,32041245,,,,"Acid dyes, whether or not premetallized, and preparations based thereon, described in add'l U.S. note 3 to section VI.",0.1,0.25
3204.12.50,32041250,,,,"Synthetic acid and mordant dyes and preparations based thereon, nesoi.",0.1,0.25
3204.13.10,32041310,,,,Basic black 7 and other specified basic dyes and preparations based thereon.,0.1,0.25
3204.13.20,32041320,,,,"Basic orange 22, basic red 13 dyes, and preparations based thereon.",0.1,0.25
3204.13.25,32041325,,,,"Basic blue 3; basic red 14; and basic yellow 1, 11, 13; and preparations based thereon.",0.1,0.25
3204.13.45,32041345,,,,"3,7-Bis(dimethylamino)phenazathionium chloride (methylene blue); and basic blue 147.",0.1,0.25
3204.13.60,32041360,,,,"Basic dyes and preparations based thereon, described in add'l U.S note 3 to section VIvi.",0.1,0.25
3204.13.80,32041380,,,,"Basic dyes and preparations based thereon, nesoi.",0.1,0.25
3204.14.10,32041410,,,,Direct black 62 and other specified basic dyes and preparations based thereon.,0.1,0.25
3204.14.20,32041420,,,,Direct black 51 and other specified basic dyes and preparations based thereon.,0.1,0.25
3204.14.25,32041425,,,,Direct blue 86; direct red 83; direct yellow 28 dyes; and preparations based thereon.,0.1,0.25
3204.14.30,32041430,,,,"Direct dyes nesoi, and preparations based thereon, described in additional U.S. note 3 to section VI.",0.1,0.25
3204.14.50,32041450,,,,"Direct dyes and preparations based thereon, nesoi.",0.1,0.25
3204.15.10,32041510,,,,"Vat blue 1 (synthetic indigo) dye, “Colour Index No. 73000” and preparations based thereon.",0.1,0.25
3204.15.20,32041520,,,,"Vat brown 3; vat orange 2, 7; and vat violet 9, 13 dyes and preparations based thereon.",0.1,0.25
3204.15.25,32041525,,,,Vat red 1.,0.1,0.25
3204.15.30,32041530,,,,Solubilized vat blue 5 and specified solubilized vat dyes and preparations based thereon.,0.1,0.25
3204.15.35,32041535,,,,"Solubilized vat orange 3, vat blue 2, vat red 44; and vat yellow 4, 20 and preparations based thereon.",0.1,0.25
3204.15.40,32041540,,,,"Vat dyes (incl. those usable as pigments) and preparations based thereon, described in add. U.S. note 3 to sec. VI.",0.1,0.25
3204.15.80,32041580,,,,"Vat dyes (including those usable in that state as pigments) and preparations based thereon, nesoi.",0.1,0.25
3204.16.10,32041610,,,,"Reactive black 1; blue 1, 2, 4; orange 1; red 1, 2, 3, 5, 6; and yellow 1; and preparations based thereon.",0.1,0.25
3204.16.20,32041620,,,,Specified reactive dye mixtures and preparations based thereon.,0.1,0.25
3204.16.30,32041630,,,,"Reactive dyes and preparations based thereon nesoi, described in additional U.S. note 3 to section VI.",0.1,0.25
3204.16.50,32041650,,,,"Synthetic reactive dyes and preparations based thereon, nesoi.",0.1,0.25
3204.17.04,32041704,,,,"Pigments and preparations based thereon, pigment black 1, and other specified pigments, nesoi.",0.1,0.25
3204.17.08,32041708,,,,"Pigment red 178; pigment yellow 101, 138.",0.1,0.25
3204.17.20,32041720,,,,Copper phthalocyanine ([Phthalocyanato(2-)]copper) not ready for use as a pigment.,0.1,0.25
3204.17.40,32041740,,,,"Pigments and preparations based thereon, isoindoline red pigment; pigment red 242, 245; pigment yellow 155, 183, nesoi.",0.1,0.25
3204.17.60,32041760,,,,"Pigments and preparations based thereon, products described in add'l U.S. note 3 to section VI, nesoi.",0.1,0.25
3204.17.90,32041790,,,,"Other pigments and preparations based thereon, nesoi.",0.1,0.25
3204.19.06,32041906,,,,"Solvent yellow 43, 44, 85, 172.",0.1,0.25
3204.19.11,32041911,,,,Solvent black 2 and other specified solvent dyes and preparations based thereon.,0.1,0.25
3204.19.20,32041920,,,,"Solvent dyes and preparations based thereon, products described in add'l U.S. note 3 to section VI.",0.1,0.25
3204.19.25,32041925,,,,Solvent dyes and preparations based thereon nesoi.,0.1,0.25
3204.19.30,32041930,,,,"Sulfur black, “Colour Index Nos. 53185, 53190 and 53195” and preparations based thereon.",0.1,0.25
3204.19.35,32041935,,,,Beta-carotene and other carotenoid coloring matter.,0.1,0.25
3204.19.40,32041940,,,,"Synthetic organic coloring matter and preparations based thereon, nesoi, described in additional U.S. note 3 to section VI.",0.1,0.25
3204.19.50,32041950,,,,"Synthetic organic coloring matter and preparations based thereon nesoi, including mixtures of items from subheading 320411 to 320419.",0.1,0.25
3204.20.10,32042010,,,,Fluorescent brightening agent 32.,0.1,0.25
3204.20.40,32042040,,,,Benzoxazol.,0.1,0.25
3204.20.80,32042080,,,,"Synthetic organic products of a kind used as fluorescent brightening agents, nesoi.",0.1,0.25
